artist,popularity,followers,genres,number_of_articles,positive_articles,negative_articles,average_sentiment_score
dave chappelle,48,101718,"black comedy,comedy",7,4,1,0.07149041434755721
jason newsted,18,8297,,1,0,1,-0.15833333333333333
ilsey,55,19458,,1,1,0,0.1
kyle jacobs,0,183,,1,1,0,0.175
casey likes,32,524,,1,1,0,0.3333333333333333
bee gees,79,8402031,"disco,mellow gold,soft rock",1,1,0,0.0642857142857143
bas,66,597827,"queens hip hop,sudanese hip hop,sudanese pop,underground hip hop",1,1,0,0.4916666666666666
andy bernstein,0,2,,1,1,0,0.3166666666666667
horace panter,0,9,,1,1,0,0.23484848484848483
duane eddy,44,107836,"rock-and-roll,rockabilly,surf music",1,0,1,-0.2
jakob,55,288537,bedroom pop,3,1,2,0.018055555555555564
raj kapoor,13,226799,"classic bollywood,filmi",1,0,0,0.0
kim thayil,30,580,,2,1,1,-0.007575757575757576
mardi gras,3,278,,2,2,0,0.07070707070707069
speyside,2,296,,1,1,0,0.2981601731601732
megan fox,20,383,,2,1,0,0.03409090909090909
jerry allison,0,35,,1,0,1,-0.2
ronald washington,0,2,,2,0,2,-0.35
rita barrett,0,0,,1,1,0,0.21818181818181817
david crosby,43,314258,"classic rock,cosmic american,country rock,folk,folk rock,mellow gold,singer-songwriter",5,4,1,0.48638095238095236
ace frehley,44,230963,"glam metal,hard rock",1,1,0,0.3
patrick doyle,58,90839,"british soundtrack,orchestral soundtrack,soundtrack",1,0,0,0.0
kuti,0,59,,1,1,0,0.31666666666666665
atl jacob,74,71109,,1,1,0,0.12222222222222219
blondie,71,1610773,"candy pop,new wave pop,permanent wave,power pop,rock,synthpop",1,1,0,0.05555555555555556
alok,80,11276465,"electro house,pop nacional,slap house",1,0,1,-0.1851010101010101
luna aura,0,1,,1,0,1,-0.07142857142857142
david ellefson,20,3887,,1,0,1,-0.2
lo nuestro,0,19,,1,0,0,0.0
olivia newton-john,68,1658684,"adult standards,australian dance,disco,mellow gold,soft rock",2,1,1,0.19999999999999998
amy grant,64,248319,christian music,1,0,0,0.0
charlie clouser,45,24357,soundtrack,1,1,0,0.3
herbie hancock,57,727648,"contemporary post-bop,instrumental funk,jazz,jazz funk,jazz fusion,jazz piano",4,2,0,0.22499999999999998
percocet,1,206,new york shoegaze,1,1,0,0.24406565656565654
giger,0,226,,1,1,0,0.16136363636363635
siren song,0,3,,1,0,0,0.0
anita pointer,17,1465,,1,1,0,0.09166666666666667
paris hilton,56,799406,"dance pop,post-teen pop",3,2,1,0.40606060606060607
lolla,14,550,musica per bambini,1,1,0,0.024999999999999994
good vibes,17,2189,,1,1,0,0.85
joe egan,20,1792,scottish singer-songwriter,1,0,1,-0.1
four tet,64,758813,"electronica,folktronica,indietronica,intelligent dance music,trip hop",2,2,0,0.48065476190476186
yak gotti,50,52988,atl trap,2,1,1,-0.03333333333333334
james austin johnson,4,48,,2,2,0,0.21818181818181817
justin quiles,79,4751742,"reggaeton,trap latino,urbano latino",1,1,0,0.375
jason alvarez,4,266,,1,0,1,-0.3
charlie colin,9,15,,1,1,0,0.04999999999999999
wayne,30,368,,1,0,1,-0.1
excerpt,4,77,,1,0,1,-0.5636363636363635
animal collective,50,550035,"alternative dance,alternative rock,art pop,baltimore indie,chillwave,dance-punk,dream pop,experimental pop,freak folk,indie rock,neo-synthpop,noise pop",2,1,1,0.12575757575757573
fela kuti,50,606229,"afrobeat,afropop,world",1,1,0,0.31666666666666665
jabbawockeez,27,31790,,1,1,0,0.0625
don was,17,642,,2,1,0,0.25
rick froberg,0,28,,1,1,0,0.075
jon bon jovi,58,2638415,hard rock,5,4,1,0.41220779220779225
zendaya,71,4956968,"pop,post-teen pop",1,1,0,0.8363636363636363
john lee hooker,57,886984,"blues,blues rock,delta blues,electric blues,memphis blues,traditional blues",1,1,0,0.15625
victoria justice,60,959449,post-teen pop,2,1,0,0.11593795093795094
h.r.,19,5965,,2,0,2,-0.8681818181818179
george clinton,59,484183,"funk,p funk,soul",3,2,1,0.18250000000000002
eric wilson,22,25,,2,2,0,0.2125
john cunningham,16,815,chamber pop,1,0,1,-0.003246753246753248
jake blount,27,14951,"black americana,clawhammer banjo,old-time fiddle",1,1,0,0.7
kourtney kardashian,17,539,,1,1,0,0.9
julee cruise,46,97937,dream pop,2,2,0,0.725
epica,58,915394,"dutch metal,gothic metal,gothic symphonic metal,opera metal,power metal,symphonic metal",1,1,0,0.6363636363636364
will shine,0,46,,1,0,1,-0.02777777777777779
brat,27,14781,,1,0,1,-0.08333333333333333
kjartan sveinsson,32,11324,icelandic classical,1,0,1,-0.25
paula abdul,53,1156371,"dance pop,new wave pop,soft rock",1,1,0,0.375
hank mobley,50,97326,"bebop,hard bop,jazz,jazz saxophone",1,1,0,0.75
imelda marcos,1,588,modern noise rock,1,1,0,0.3333333333333333
pat dinizio,2,391,,1,1,0,0.2181818181818182
jeffrey foskett,15,1279,,1,0,1,-0.125
fernando alonso,0,64,,1,0,1,-0.0625
babyface,61,1093723,"contemporary r&b,r&b,urban contemporary",3,3,0,0.226010101010101
ravi shankar,45,602647,"hindustani classical,indian classical,sitar",1,0,0,0.0
dj heather,5,1816,deep funk house,1,1,0,0.35
boycott,15,1461,finnish hard rock,1,1,0,0.4666666666666667
dan campbell,27,11045,,1,1,0,0.5
geezer butler,29,15107,,2,0,2,-0.28806818181818183
awsten knight,26,2252,,1,1,0,0.5
andy samberg,15,552,,1,0,1,-0.09999999999999998
beaulexx,19,1041,,1,1,0,0.6
doug e. fresh,39,280002,"beatboxing,contemporary r&b,east coast hip hop,harlem hip hop,old school hip hop",2,2,0,0.5375
paul thomas,42,14078,"melodic house,progressive house",2,2,0,0.4778409090909091
trevor phillips,0,1,,1,0,0,0.0
loud luxury,68,669802,"edm,pop dance",1,1,0,0.1
rockin,0,11,,5,4,0,0.2327128427128427
kevin bacon,34,2428,,6,4,1,0.16035353535353536
jeffrey gaines,23,5575,,1,0,0,0.0
labelle,43,86662,"disco,quiet storm",2,2,0,0.3208333333333333
osrin,23,14550,swedish tropical house,1,1,0,0.5
tangk,0,14,,1,0,1,-0.18571428571428572
proud,12,14,,3,3,0,0.9533333333333335
tweedy,27,32741,alternative country,1,1,0,0.13636363636363635
ncuti gatwa,6,15,,1,0,1,-0.03940746753246753
ivan cornejo,79,3447617,sad sierreno,2,1,1,-0.03181818181818183
fred durst,53,14917,nu metal,2,2,0,0.30227272727272725
paul rudd,14,434,,1,1,0,0.2648148148148148
matt damon,28,833,hollywood,2,2,0,0.18299319727891156
ben fong-torres,0,16,,1,0,1,-0.125
jump,9,429,,1,1,0,0.09166666666666667
mortimer,42,30085,modern reggae,1,0,1,-0.015909090909090914
daisy grenade,44,49340,,1,1,0,0.25
bonuses,0,0,,2,2,0,0.625
thom yorke,60,1136524,"alternative rock,art pop,art rock,electronica,glitch pop,indie rock,oxford indie",2,2,0,0.21117424242424243
kevin brophy,0,1,,2,1,1,-0.03
william miller,11,272,,1,1,0,0.3333333333333333
aqua,67,672985,"bubblegum dance,eurodance,europop",1,1,0,0.14545454545454545
black sherif,65,1427427,"afrobeats,ghanaian pop,nigerian pop",1,1,0,0.25833333333333336
melissa barrera,48,5103,show tunes,1,1,0,0.08333333333333333
michael mcdonald,59,547611,"mellow gold,soft rock,yacht rock",2,2,0,0.4015151515151515
dan mccafferty,16,4081,,1,1,0,0.8
alexander woods,2,0,,1,0,1,-0.1
roger taylor,34,353018,"album rock,rock drums",2,0,2,-0.12916666666666665
avenged sevenfold,78,9523163,alternative metal,2,2,0,0.3833333333333333
babylon,40,35637,"k-rap,korean r&b",1,1,0,0.10497835497835499
ken kelly,23,3357,,1,1,0,0.15
lily allen,69,2086670,"dance pop,electropop,neo mellow",3,2,1,0.10873015873015872
cassie,67,1702392,"dance pop,hip pop,pop rap,r&b,urban contemporary",2,2,0,0.45833333333333337
ratt,59,1194179,"album rock,glam metal,hard rock",1,1,0,0.7
eric burton,28,32,,1,0,1,-0.2777777777777778
rudolph isley,5,77,,2,1,1,-0.03181818181818183
nicholas petricca,34,757,,1,0,1,-0.33181818181818185
roddy ricch,80,11040069,"melodic rap,rap,trap",1,0,0,0.0
dulcet,3,195,,1,1,0,0.553030303030303
john taylor,6,840,,2,0,2,-0.12916666666666665
tattoos,0,14,,3,1,1,-0.05808080808080807
adrian kwiatkowski,2,2150,,1,1,0,0.6
mariah carey,86,10743864,"dance pop,pop,urban contemporary",3,1,2,-0.08947089947089946
shows,0,55,,3,1,0,0.08225108225108226
steven van zandt,16,1768,,4,4,0,0.15194128787878788
woozi,49,467532,,1,0,0,0.0
mike gordon,32,27794,jam band,1,1,0,0.8
gloria estefan,65,820448,"new wave pop,soft rock",4,3,0,0.19155844155844154
mike campbell,21,2407,,1,0,1,-0.2318181818181818
matthew sweet,41,77486,"alternative rock,jangle pop,laboratorio,power pop,underground power pop",1,1,0,0.4833333333333333
say goodbye,0,169,,1,1,0,0.22499999999999998
turns out,0,3,,1,1,0,0.5
florence pugh,35,31751,,1,0,0,0.0
chris ruggiero,7,676,,1,1,0,0.4196969696969697
mike doughty,33,37967,,1,1,0,0.25
julia fox,29,9562,,3,1,1,0.05429292929292929
mayer hawthorne,54,297820,pop soul,1,1,0,0.42803030303030304
dawn richard,44,105056,"afrofuturism,alternative r&b",1,1,0,0.38636363636363635
eric church,72,3952263,"contemporary country,country,country road",6,3,0,0.2722222222222222
carol kane,26,16,,1,1,0,0.7
emily armstrong,65,4114,,1,1,0,0.2727272727272727
thierry mugler,0,32,,1,1,0,1.3
johnny marr,51,144313,"britpop,solo wave",7,6,1,0.1900278293135436
richard swift,39,47652,,1,0,1,-0.10681818181818181
naomi campbell,45,2885,,2,2,0,0.3965909090909091
yg,74,3378531,"cali rap,hip hop,pop rap,rap,southern hip hop,trap",1,1,0,0.14069264069264067
danny l harle,45,68519,"escape room,hyperpop,proto-hyperpop",2,1,1,0.06433982683982684
tracy morgan,19,1385,deep comedy,1,1,0,0.6666666666666667
alex jones,34,5839,australian underground hip hop,1,0,1,-0.3
lin-manuel miranda,75,710982,"broadway,show tunes",3,1,2,0.0010101010101010073
vic mensa,56,616809,"canadian hip hop,chicago rap,conscious hip hop,underground hip hop",2,1,1,0.0946969696969697
thomas bangalter,5,50,,1,1,0,0.25
sneak peek,0,60,,1,1,0,0.021645021645021644
kiana ledé,63,1709346,"pop r&b,r&b",1,1,0,0.4375
shamir,31,78459,escape room,1,1,0,0.4431818181818182
berry gordy,16,1856,,2,1,0,0.5
tom francis,48,189,,1,0,1,-0.125
max cavalera,36,3411,,1,1,0,0.13636363636363635
black sabbath,74,8370053,"album rock,alternative metal,birmingham metal,classic rock,hard rock,metal,rock,stoner rock,uk doom metal",2,0,2,-0.2318181818181818
jerry moss,0,6,,1,1,0,0.3
aldo ranks,53,54653,panamanian pop,2,0,1,-0.05
gun kelly,0,24,,1,1,0,0.2909090909090909
swae lee,81,2456632,"melodic rap,rap,trap",3,2,1,0.17748917748917747
joy division,65,2577856,"alternative rock,indie rock,madchester,new wave,post-punk,punk,rock,uk post-punk",2,2,0,0.35032467532467537
mike dean,23,344,,1,1,0,0.5357142857142857
boyd tinsley,1,923,charlottesville indie,1,1,0,0.5166666666666667
greg kurstin,60,39660,,9,6,1,0.20197490780824115
longhorns,0,20,,1,1,0,0.2727272727272727
jc reyes,76,1027536,urbano espanol,1,0,1,-0.6333333333333333
hannah montana,64,4757220,"pop,post-teen pop",2,1,0,0.3
richie sambora,38,216813,glam metal,2,1,0,0.37337662337662336
maestro,12,151,,1,0,0,0.0
maliibu miitch,40,145590,trap queen,1,1,0,0.3712121212121212
ferris bueller,12,1296,,1,0,0,0.0
gladys knight,55,289584,"disco,motown,quiet storm,soul",5,4,0,0.3567099567099567
billy ray cyrus,63,260273,country rock,4,4,0,0.3216540404040404
sheryl lee ralph,64,10068,,1,0,0,0.0
young dolph,73,3055281,"memphis hip hop,rap,southern hip hop,tennessee hip hop,trap",1,0,1,-0.245021645021645
brad cohen,10,26,,1,0,1,-0.275
john carpenter,56,147409,horror synth,1,1,0,0.13636363636363635
steve harwell,21,1448,,1,0,1,-0.2
intro,36,33764,"contemporary r&b,new jack swing",1,1,0,0.2727272727272727
belladonna,1,826,,1,1,0,0.4285714285714286
amber liu,35,101637,,1,0,0,0.0
john medeski,27,7026,jazz organ,1,0,0,0.0
marco antonio solís,77,7609444,"grupera,latin pop,musica mexicana,ranchera",1,1,0,0.2833333333333334
skip marley,58,306522,modern reggae,1,1,0,0.22467532467532464
baby keem,78,2691303,"hip hop,rap",3,3,0,0.354978354978355
barrett strong,47,30642,"motown,rhythm and blues,southern soul",1,1,0,0.27291666666666664
dinosaur jr.,52,556942,"alternative rock,lo-fi,noise pop,noise rock,permanent wave,power pop,shoegaze,slacker rock",1,1,0,0.20000000000000007
marc anthony,77,10168164,"latin pop,modern salsa,salsa,tropical",1,1,0,0.5
ella mai,72,5721338,"r&b,rap,uk contemporary r&b,urban contemporary",2,2,0,0.475
carell,0,0,,1,1,0,0.2
lucky daye,66,756900,"alternative r&b,r&b",3,3,0,0.4444444444444444
trey anastasio,40,118515,jam band,6,4,0,0.14931457431457432
vampire empire,0,101,,1,1,0,0.17402597402597403
sasha allen,27,2448,deep talent show,1,1,0,0.6666666666666666
bvtman,12,1736,,1,1,0,0.7363636363636363
vladimir putin,0,33,,1,1,0,0.20625
rita wilson,38,17011,,2,1,0,0.25
juliana huxtable,21,1105,,1,1,0,0.25
rosie o'donnell,43,3564,movie tunes,1,1,0,0.5
sarah hudson,29,1911,,1,1,0,0.375
best artist,0,1,,1,1,0,1.15
halestorm,65,1514225,"alternative metal,nu metal,post-grunge",1,1,0,0.14285714285714285
nick mason,28,15640,rock drums,1,0,1,-0.2333333333333333
sara,40,1737,super eurobeat,1,0,1,-0.125
slick rick,53,721382,"bronx hip hop,east coast hip hop,golden age hip hop,old school hip hop",1,1,0,0.053571428571428575
donny hathaway,66,609183,"chicago soul,classic soul,funk,neo soul,quiet storm,soul,southern soul",1,0,0,0.0
iggy pop,63,1678608,"alternative rock,glam rock,permanent wave,protopunk,rock",4,4,0,0.2718276515151515
barbie,64,254697,,20,12,6,0.16920680014430017
sheila e.,41,366095,"disco,freestyle,funk,minneapolis sound,new jack swing,quiet storm,rock drums,urban contemporary",2,0,1,-0.3
omar rodríguez-lópez,36,110309,el paso indie,2,2,0,0.3806818181818181
riley gale,15,102,,1,1,0,0.5595238095238095
michael bolton,66,2298601,soft rock,1,0,0,0.0
john prine,60,578145,"folk,new americana,roots rock,singer-songwriter",1,1,0,0.36190476190476195
beenie man,62,529777,"dancehall,jamaican dancehall,reggae fusion,soca",1,1,0,1.5681818181818181
craig finn,30,21202,,1,1,0,0.6863636363636364
trevor noah,4,10316,,1,0,1,-0.3
motherhood,8,1618,new brunswick indie,1,0,1,-0.020779220779220786
musician,0,76,,1,1,0,0.6000000000000001
timo andres,29,3556,contemporary classical piano,1,0,0,0.0
kiyoko,7,148,,1,1,0,0.6964285714285714
deryck,22,109,,1,0,1,-0.02916666666666666
eric nam,55,2153198,k-pop,1,1,0,0.05
finneas,71,2123895,"alt z,la indie,pop,pov: indie",6,3,2,0.2057133838383838
rose melberg,15,4981,"sacramento indie,tape club,twee pop",1,1,0,0.904978354978355
john frusciante,53,627826,acoustic rock,1,1,0,0.29166666666666663
matthew koma,57,102447,pop edm,1,1,0,0.08928571428571429
skillibeng,66,429459,"dancehall,jamaican dancehall,traphall,trinibad",3,2,0,0.33005050505050504
lilah pi,24,2215,,1,0,0,0.0
nosebleeds,1,531,wisconsin indie,1,0,1,-0.1534090909090909
carly pearce,64,484161,"contemporary country,country,country road",1,1,0,0.3285714285714286
conan o'brien,15,1396,,3,3,0,0.46722222222222226
flowdan,66,107899,grime,3,1,0,0.0759018759018759
mickey hart,32,19513,"jam band,rock drums",2,1,1,0.25000000000000006
scrote,3,228,,1,1,0,1.0
lukas graham,72,2420584,"danish pop,scandipop",1,1,0,0.032467532467532464
kimmel,0,1,,1,1,0,0.13636363636363635
sex pistols,57,1878531,"alternative rock,punk,rock",1,0,0,0.0
chadwick boseman,0,51,,1,1,0,0.35
dwayne johnson,65,325039,,1,0,0,0.0
alexander 23,60,467782,"alt z,singer-songwriter pop",1,0,1,-0.2916666666666667
ethan slater,66,6332,"broadway,show tunes",1,1,0,0.19999999999999996
jj lin,68,3343345,"mandopop,singaporean mandopop,singaporean pop",1,1,0,0.5681818181818181
bryan adams,77,4018224,"canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock",1,0,0,0.0
brett tuggle,21,57,,1,0,1,-0.30000000000000004
chad hugo,27,6445,,1,1,0,0.32386363636363635
dana point,0,21,,2,0,0,0.0
achtung baby,20,1848,,2,2,0,0.16477272727272727
gallagher,9,1044,,4,3,1,0.1590909090909091
mark gray,7,370,,1,0,0,0.0
flipturn,61,203071,"jacksonville indie,pov: indie",1,1,0,0.9600000000000001
tim cook,0,16,,1,0,0,0.0
gen-z,0,0,,1,1,0,0.45
john fogerty,56,894528,"album rock,blues rock,classic rock,country rock,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock,southern rock,swamp rock",2,1,1,-0.08333333333333331
john harvie,39,25423,,1,0,0,0.0
lost angel,17,119,,1,1,0,0.3181818181818182
dave gahan,41,220805,alternative dance,6,4,1,0.2267316017316017
john regan,1,70,,1,1,0,0.3
honorary,0,1,,1,1,0,0.25
xylø,0,7,,1,1,0,0.3333333333333333
jimmy jam,19,2256,,1,1,0,0.5
personas,15,1532,brazilian hardcore,1,1,0,0.5
sienna miller,14,57,,1,0,0,0.0
fatigue,5,228,,1,1,0,0.41363636363636364
alpha zulu,5,2,,2,2,0,0.17175324675324674
kit connor,31,9007,,1,1,0,0.3515151515151515
sasha colby,7,1292,,1,1,0,0.8454545454545453
neil gaiman,44,23139,writing,1,0,0,0.0
dorian electra,50,277603,"escape room,hyper-rock,hyperpop,pink noise,proto-hyperpop",1,1,0,0.6363636363636364
samia,48,146448,indie pop,1,0,1,-0.4166666666666667
mabel,66,2031951,"pop,uk pop",1,0,1,-0.16666666666666666
alfonso ribeiro,0,7,,2,0,0,0.0
francis ford coppola,0,13,,2,1,1,0.09318181818181814
joe satriani,53,669115,"instrumental rock,metal guitar,shred",4,4,0,0.5045454545454545
george floyd,0,124,,2,0,2,-0.34090909090909094
sibley,0,15,,1,0,0,0.0
denny laine,23,4155,,1,1,0,1.0
toni cornell,30,10084,,2,2,0,0.2
greg dulli,19,17792,,2,1,0,0.5095238095238095
liz cooper,38,34453,deep new americana,1,1,0,0.5833333333333334
jack russell,31,8810,trap venezolano,1,1,0,0.15000000000000002
kinky friedman,25,17031,"classic texas country,outlaw country",1,0,1,-0.1
maryna,8,8442,,1,0,0,0.0
r.l. burnside,45,143520,"acoustic blues,blues,country blues,delta blues,traditional blues",1,1,0,0.5
diana krall,65,1123254,"contemporary vocal jazz,jazz pop,vocal jazz",2,0,0,0.0
emma roberts,17,152720,post-teen pop,2,1,1,0.18749999999999994
singer,9,162,,3,1,2,-0.05000000000000001
banksy,5,447,,1,1,0,0.2666666666666667
wes borland,31,17655,,2,0,2,-0.37083333333333335
sister sledge,60,669485,"disco,funk,philly soul,quiet storm,soul",1,0,0,0.0
clara pierce,0,1,,1,1,0,0.11481481481481481
bill maher,7,5206,,1,1,0,0.5045454545454545
roger mcguinn,38,50444,"country rock,folk,folk rock,roots rock,singer-songwriter",1,1,0,0.8
don omar,84,13191248,"latin hip hop,puerto rican pop,reggaeton,trap latino,urbano latino",3,2,1,0.17138047138047138
freaky,43,47152,"v-pop,vietnamese hip hop,vietnamese melodic rap",1,1,0,0.575
gossard,0,3,,1,1,0,0.5
mixes,0,103,,1,0,1,-0.07142857142857142
knockoff,0,0,,1,1,0,0.1285714285714286
kris jenner,17,8874,,1,1,0,0.4554112554112554
arthur russell,46,139518,"art pop,cello,experimental,fourth world,minimalism,modern cello,no wave",1,1,0,0.3565656565656566
emmy russell,28,24963,,2,0,1,-0.056249999999999994
don magic juan,15,45,,1,1,0,1.0
liz phair,48,189165,"alternative pop,alternative rock,candy pop,ectofolk,lilith,new wave pop,permanent wave,singer-songwriter",1,0,0,0.0
belinda carlisle,63,897945,"new romantic,new wave pop,soft rock",3,2,0,0.13636363636363635
jxdn,61,1013068,"pop punk,social media pop",1,1,0,0.103030303030303
farruko,84,16200782,"reggaeton,trap latino,urbano latino",1,1,0,0.1
sweet,57,481826,"album rock,glam rock,hard rock",16,15,1,0.2388742334054834
clint black,59,1091036,"contemporary country,country,country road",1,0,1,-0.16666666666666666
thornton,0,162,,2,1,0,0.3
elvis costello,56,580138,"new wave,new wave pop,permanent wave,power pop,singer-songwriter",12,8,1,0.15630862193362194
clip,40,35323,,1,0,0,0.0
mickey guyton,49,98120,"black americana,contemporary country,country pop",6,4,1,0.4164983164983165
marta kauffman,8,36,,1,1,0,0.46818181818181814
riley keough,4,858,,7,5,1,0.14649144506287362
prince paul,37,29126,east coast hip hop,1,0,1,-0.09851851851851852
simonon,0,33,,1,1,0,0.38636363636363635
marcus mumford,47,96814,british singer-songwriter,4,3,0,0.12613636363636363
proof,36,165851,detroit hip hop,1,1,0,0.5
sarah silverman,31,25149,"comedienne,comic",1,0,0,0.0
bugzie,0,0,,1,0,0,0.0
mopreme shakur,14,1851,,1,0,1,-0.1725
andy stone,40,301,coverchill,2,1,0,0.05
bono,53,61283,,4,3,0,0.08787878787878789
saweetie,71,2404485,"cali rap,trap queen",2,2,0,0.15189393939393936
cheap trick,61,1541313,"album rock,beatlesque,classic rock,glam metal,glam rock,hard rock,mellow gold,power pop,rock,singer-songwriter,soft rock",2,2,0,0.30000000000000004
carlos vives,75,6371318,"colombian pop,latin pop,vallenato",1,0,0,0.0
debra byrd,1,47,,1,1,0,0.5
tom verlaine,23,21201,art punk,2,1,0,0.1
lorna shore,61,736148,"blackened deathcore,melodic metalcore,symphonic deathcore",1,0,0,0.0
motorbreath,0,61,,1,1,0,0.016233766233766232
amy schumer,27,51465,comedienne,1,1,0,0.06666666666666667
teyana taylor,61,1956042,"alternative r&b,hip pop,r&b,urban contemporary",2,2,0,0.1903409090909091
brady,22,5878,south african underground rap,1,1,0,0.2727272727272727
mad men,18,12103,"kazakh pop,q-pop",1,0,1,-0.5138888888888888
rosanne cash,49,183571,"classic country pop,country rock,folk,lilith,singer-songwriter",1,1,0,0.5
talkative,0,25,,1,1,0,0.3787878787878788
omotayo,21,1291,,1,0,1,-0.02121212121212121
mikkey dee,12,437,,1,0,0,0.0
tink,61,1244844,"chicago rap,drill,trap queen",1,1,0,0.4375
weedkiller,0,10,,1,0,0,0.0
paul giamatti,15,106,,1,1,0,0.2
season finale,0,5,,1,1,0,0.175
terry lewis,19,778,,1,1,0,0.5
lars ulrich,18,6630,,4,3,0,0.4375
method man,68,2244474,"east coast hip hop,hardcore hip hop,hip hop",3,2,0,0.13888888888888887
peter dinklage,60,1530,,1,0,0,0.0
teigen,0,26,,1,1,0,0.3625541125541125
ryan fischer,0,139,,2,1,1,-0.050925925925925944
joji,80,9955578,viral pop,1,1,0,0.625
dinah jane,41,426070,post-teen pop,2,2,0,0.425
brian fennell,19,551,,1,1,0,0.16623376623376623
homme,9,5951,,3,2,1,0.21388888888888888
arturo sandoval,45,94939,"jazz cubano,jazz trumpet,latin jazz",1,1,0,0.19999999999999996
mike viola,26,6265,"modern power pop,underground power pop",1,0,1,-0.23958333333333334
keith richards,45,346172,"blues,blues rock,british blues,electric blues",1,1,0,0.1
heidi klum,35,12691,,2,2,0,0.152020202020202
motown,17,12567,,1,0,0,0.0
josh groban,66,971816,operatic pop,1,1,0,0.5357142857142857
kelly rowland,70,3529530,"atl hip hop,dance pop,hip pop,r&b,urban contemporary",3,2,0,0.4000000000000001
wolfhard,0,149,,1,1,0,0.21996753246753248
zulu,38,64964,"black punk,california hardcore,la hardcore,modern hardcore",1,0,1,-0.1
lynyrd skynyrd,73,5405780,"album rock,classic rock,hard rock,rock,southern rock",1,0,0,0.0
yellow brick road,0,288,vegas indie,1,0,0,0.0
ike turner,25,15366,"rock-and-roll,soul blues",1,1,0,0.20454545454545453
kristen wiig,24,989,,1,1,0,0.13636363636363635
michael jackson,85,33747035,"r&b,soul",17,6,5,0.23114973262032087
kt tunstall,63,439184,"ectofolk,lilith,neo mellow,pop rock,scottish singer-songwriter",1,1,0,0.23246753246753246
amy allen,33,15555,gen z singer-songwriter,1,0,1,-0.02954545454545457
eric carmen,65,394896,"new wave pop,soft rock,yacht rock",1,1,0,0.15
sloppy jane,43,37293,art punk,1,0,1,-0.4166666666666667
trent reznor,35,151387,industrial rock,1,0,0,0.0
chino pacas,83,3051071,corrido,1,1,0,0.13636363636363635
ivan neville,25,2993,,1,1,0,0.5
fridayy,68,284341,,2,1,1,0.225
tory lanez,82,7226705,"canadian hip hop,canadian trap,melodic rap,pop rap,r&b,rap,trap",6,2,3,-0.0478956228956229
will smith,68,1020671,"hip hop,pop rap",6,2,3,0.04401154401154402
vin diesel,38,19959,,2,1,1,-0.13181818181818183
bonobo,64,1421707,"downtempo,electronica,indietronica,instrumental hip hop,jazztronica,nu jazz,trip hop",1,1,0,0.15
terry hall,32,23987,"new wave pop,solo wave",2,1,0,0.09999999999999999
veiny hands,0,289,,1,0,1,-0.025568181818181823
zoë kravitz,31,11635,,1,0,0,0.0
baffled,4,151,speed garage,1,1,0,0.4787878787878788
frank farian,29,5487,classic schlager,1,1,0,0.3454545454545454
natalia kills,49,354356,"candy pop,dark pop,electropop",1,0,0,0.0
jeremy irons,46,5918,movie tunes,1,1,0,0.16666666666666666
leslie jordan,54,5524,"christian indie folk,roots worship",2,1,1,0.26666666666666666
will sergeant,0,78,,1,0,0,0.0
alexander stewart,65,1082979,singer-songwriter pop,1,0,1,-0.5
john flansburgh,0,214,,1,0,1,-0.4666666666666667
katie pruitt,41,57042,nashville americana,2,1,1,0.3666666666666667
jake shears,39,29178,,1,0,1,-0.08333333333333333
bungle,27,8105,"brazilian dnb,liquid funk",2,0,2,-0.175
aaron hall,49,539730,"contemporary r&b,new jack swing,r&b",3,2,1,0.15833333333333333
alex kapranos,32,4281,scottish indie rock,1,1,0,1.6
bruce sudano,24,826,,3,1,1,0.09047619047619049
greg norton,14,683,,1,0,0,0.0
fireboy dml,73,3440765,"afrobeats,nigerian pop",1,1,0,0.0883116883116883
sam feldt,69,785667,"edm,pop dance,tropical house",1,1,0,0.1
paul shaffer,33,1513,jazz organ,2,0,2,-0.09166666666666666
nell smith,29,7002,,1,0,1,-0.05
rachel mcadams,0,479,,1,0,1,-0.125
grouplove,65,1210941,"indie rock,la indie,modern alternative rock,modern rock,pov: indie",1,0,1,-0.1
dennis thompson,15,22,,3,3,0,0.3526515151515152
blake lively,10,582,,1,0,1,-0.025454545454545462
ocean blvd,0,30,,1,1,0,0.55
barbra streisand,65,1585684,"adult standards,operatic pop,soft rock",1,1,0,0.7
olsen,14,19,,3,2,1,0.1761904761904762
ava max,82,7234083,pop,3,1,0,0.05833333333333333
kix brooks,28,25506,country road,1,0,0,0.0
mora,83,6449060,"trap latino,urbano latino",1,0,1,-0.29999999999999993
solo music,0,49,,1,1,0,0.18333333333333332
smith,51,14241,,3,2,1,0.37222222222222223
jeremiah green,0,31,,1,0,1,-0.10000000000000002
elisabeth moss,6,131,,1,1,0,0.3333333333333333
secret boyfriend,0,0,,1,0,1,-0.12121212121212122
kaytranada,73,1598287,"alternative r&b,escape room,indie soul,lgbtq+ hip hop",2,1,1,0.024999999999999994
marnie,23,12737,neo-synthpop,1,0,0,0.0
mullen,0,41,,1,0,1,-0.04428571428571429
jim carrey,45,15600,canadian comedy,1,0,1,-0.12380952380952381
basement jaxx,56,544197,"alternative dance,big beat,electronica",1,1,0,0.15
